54,"time fiddler: volume 1 - time travel, feels, and more!","time travel, modern day, alice in wonderland meets jurassic park, girls love, cats, and 1880's americana",comics/graphic novels,3000,USD,32,Monday,November,3387,150,1,0,successful
55,the battle for bedtime,"the true story of what goes on under a child's bed at night. evil teddies. the boogeyman. they all exist, and they must be stopped.",comics/graphic novels,5500,USD,30,Sunday,November,5792,73,1,0,successful
56,sir alec & i • issue 1 of a 6-part graphic comic novel,"first issue of the bitterly funny comic-book tale of ronald t. clutterbuck, whose career ""was bloody ruined!!"" by sir alec guinness…",comics/graphic novels,900,GBP,20,Sunday,November,1384,62,1,0,successful
57,nelson beats the odds: tameka's new dress,tameka starts a new school after being placed with her grandmother. her new dress helps her overcome bullying and a traumatic past.,comics/graphic novels,750,USD,25,Sunday,November,1194,23,1,0,successful
58,the kill screen - 230+ page hardcover!,"the uk indie cult comic 'the kill screen' collected for the first time, as a hardcover edition, featuring a whole host of extras!",comics/graphic novels,4000,GBP,30,Saturday,October,7218,231,1,0,successful
59,adamsville book 2: the garden,adamsville middle school's dance is about to happen & the shadowy eden group plans to use it for the next stage of their experiments.,comics/graphic novels,9500,USD,31,Friday,October,9627,180,1,0,successful
60,keto pint - a new kind of ice cream,ice cream redefined: no added sugar | low carb | innovative flavors | keto friendly,food/small batch,25000,USD,29,Tuesday,August,28540,454,1,0,successful
61,the lotus and the artichoke - ethiopia vegan cookbook,"70+ vegan recipes inspired by my travels & culinary adventures in cities, towns & villages of ethiopia.",food/vegan,10000,EUR,30,Tuesday,August,33348,1235,1,1,successful
62,the made in africa chocolate - making our farmers co-owners,fairafric wants to give company shares to cocoa farmers and massively improve its environmental footprint,food,27500,EUR,44,Tuesday,August,61638,1130,1,1,successful
63,olivery - olive oil made easy,"we bottle the best italian olive oil and deliver it to you whenever you need it. quickly, simply and deliciously.",food,35000,EUR,29,Tuesday,August,40431,223,1,0,successful
64,blind tea tasting - a guessing game for your sense of flavor,"world's first tea tasting game - taste mystery tea, identify the flavors, guess the teas and origins, and improve your tasting skills.",food/drinks,10000,USD,26,Sunday,August,13725,332,1,1,successful
65,zylberschtein's,open a jewish deli in north seattle,food/restaurants,50000,USD,30,Sunday,August,51912,494,1,0,successful
66,baker's prairie bakery,"a small batch bakery opening a brick and mortar in canby, or.
visit our website: www.bakersprairiebakery.com",food/small batch,5000,USD,60,Friday,August,5202,45,1,0,successful
67,new orleans beef jerky- rich cultures/rich flavors,new orleans beef jerky - rich cultures/rich flavors,food/small batch,1500,USD,45,Friday,August,1511,24,1,0,successful
68,"nanobrewery + restaurant in huxley, iowa",a place to explore craft beer and local flavors while gathering with neighbors in the heart of the prairie.,food/restaurants,15000,USD,45,Thursday,August,16296,67,1,0,successful
69,i'm eddie cano,"a fun, family friendly italian restaurant located in chevy chase, dc.",food/restaurants,25000,USD,41,Wednesday,August,27587,170,1,0,successful
70,help me buy craft & social!,"more craft beer, artisan food, a brand new cocktail menu, and a facelift to craft & social as the new owner in downtown el paso.",food,20000,USD,31,Tuesday,August,20465,133,1,0,successful
71,"oneforneptune : healthy, sustainable, delicious sea jerky","one for neptune us wild pacific rockfish - fish that tastes better than beef jerky! 20g protein, high omega-3, selenium, vitamin d & e",food,10000,USD,30,Tuesday,August,65448,1270,1,1,successful
72,jared horgan's huge opportunity,hi! i recorded an album with grammy-nom producer warren huart in la. i need the funding to put it out there! help!,music/pop,8000,USD,30,Wednesday,May,505,10,0,0,failed
73,sara snyder's debut ep fundraiser!,"i'm recording my debut ep & i need your help to finish my 5 song debut ep, create album art and promote the album!",music/pop,8000,USD,60,Tuesday,May,879,20,0,0,failed
74,dusty blue has some rad music for you!,dusty blue (formerly ashlee woo) is making a new album and needs your help to make the magic real!,music/pop,3000,USD,30,Monday,May,1541,44,0,0,failed
75,original debut ep of christopher haul,debut ep of 5 original songs is complete. funding is required to finalise the product and launch and promote the ep.,music/pop,10000,GBP,30,Monday,May,100,1,0,0,failed
76,album release event,"album release event 'expectations' im papiersaal in zürich am sonntag, 4.6.",music/pop,2000,CHF,14,Wednesday,May,1,1,0,0,failed
77,"boom boom baby, a bilingual variety type entertainment show","boom, baby, entertainment, online, tv, music, comedy,  informative, educational, bilingual, variety, spanglishmonsters",music/pop,90000,USD,60,Tuesday,May,351,8,0,0,failed
78,#recordingontherise,"we are so excited to announce that we have recorded our first ep! it's been an incredible experience, but we need your help!",music/pop,6500,USD,40,Tuesday,May,756,14,0,0,failed
79,my dream,"this is my dream, i want to make it and let you know my music.
i thank you if you help me in return for delivering my first ep! :)",music/pop,50,CHF,35,Friday,April,1,1,0,0,failed
80,[music video] made in 8 x alvin gena - dumb enough,we will make a original music video for our recent collaboration with alvin gena.,music/pop,5000,USD,29,Wednesday,April,0,0,0,0,failed
81,official single releases by stella talpo,independent singer-songwriter recording and promoting 3 official single releases over the course of 2017.,music/pop,1000,GBP,30,Tuesday,April,390,13,0,0,failed
82,marc welter's joint bunch cd release,the joint bunch is an awesome young band around the singer-songwriter marc welter. ready to hit the recording studio!,music/pop,12500,EUR,59,Monday,April,2830,40,0,0,failed
83,"iuliana, catchy, energy, lovely, sexy, unique","hi folks, help me to produce my next single and video. i'm full of energy and creativity, let's make our dreams become true. thank you!",music/pop,20000,EUR,60,Monday,April,11,2,0,0,failed
84,shadoweyes: volume one,sophie campbell‘s webcomic about a shapeshifting crimefighter in the futuristic city of dranac returns to print in full color!,comics/graphic novels,20000,USD,30,Wednesday,October,26434,641,1,1,successful
85,when promises end - volume 1a: red hero,an action drama light novel series set in japan. wpe is based on the concept of the deadly sins that are spirits with powers.,comics/graphic novels,500,USD,30,Wednesday,October,2400,62,1,0,successful
86,occult generation - a hardboiled sci-fi graphic novel series,"the story is set in 1920s nyc featuring the paranormal, queer culture & a secret society in harlem committed to ending oppression.",comics/graphic novels,14500,USD,30,Tuesday,October,15195,198,1,1,successful
87,"dead fish rising, a story about the death of dunkard creek","through the voices of animals, a child learns about the death of a west virginia-pennsylvania stream due to mining and hydrofracking.",comics/graphic novels,5000,USD,60,Tuesday,October,6382,55,1,0,successful
88,can4 - cerebus archive number four,"the ten earliest pages in the cerebus archive
from church & state volume ii",comics/graphic novels,800,CAD,29,Friday,October,31640,250,1,1,successful
89,robin dunne's rattletrap,the epic space adventure of two lost souls on a quest through treacherous galaxy's to save their world.,comics/graphic novels,10000,CAD,37,Thursday,October,10113,82,1,0,successful
90,the weapon: a graphic novel,the debut graphic novel from artist and writer matt buckett. a fast paced action adventure dealing with imminent global catastrophe.,comics/graphic novels,2750,GBP,30,Wednesday,October,5562,157,1,0,successful
91,the fierce are fading,"a 200+ page science-fiction/thriller graphic novel set in modern day, following the mysterious adventures of fbi agent riley harper.",comics/graphic novels,8500,USD,40,Wednesday,October,8712,88,1,0,successful
92,metal made flesh 2 - an epic science-fiction graphic novel,"neon filled cityscapes, mobsters, assassins, cyborgs and low lifes; intrigue and thrills as humanity takes refuge on a hostile world...",comics/graphic novels,3500,GBP,32,Wednesday,October,16924,444,1,0,successful
93,a tale of shadows: cause & effect,"a fantasy comic. technology has arrived to the town of wavefront, dividing the population between the spiritual and scientific.",comics/graphic novels,1500,GBP,34,Tuesday,October,2334,143,1,1,successful
94,reddin,a graphic novel telling a supernatural tale of cowboys and demons in the old west.,comics/graphic novels,5500,GBP,30,Tuesday,October,5724,133,1,0,successful
95,maximum widow: the widow archives addendum,"mike wolfer's cult-classic horror series lives as widow archives, now with a special addendum edition of deleted, erotic material!",comics/graphic novels,1500,USD,30,Monday,October,12253,159,1,0,successful
96,bring water to our sustainable farms,producing quality organic vegetables requires a constant supply of fresh water.  we are constructing a simple system of irrigation.,food/farms,65000,JPY,32,Tuesday,August,137309,33,1,0,successful
97,maitake mushroom jerky,naturally smoked maitake mushroom jerky,food,500,USD,22,Friday,August,701,9,1,0,successful
98,organic extra virgin olive oil belle graine,"organic extra virgin olive oil belle graine,\r
a land, a family history\r
the best organic olive oil of the mediterrannean sea !",food,999,EUR,30,Friday,August,1165,33,1,0,successful
99,oneb1te food truck,social-focused food truck! all proceeds go to handpicked charities. all “leftovers” go to underserved communities. 0 waste 0 guilt $1,food/food trucks,10000,USD,35,Thursday,August,10232,14,1,0,successful
100,authentic road-stop kolaches & tex-mex in nyc and beyond,kings kolache is bringing our classic authentic road-stop kolaches and tex-mex to a brick and mortar location in brooklyn and beyond!,food/restaurants,16000,USD,31,Thursday,August,17221,181,1,0,successful
101,sated. ready to drink keto meal shake,sated.  ready to drink keto meal shakes,food,10800,USD,50,Tuesday,August,178572,946,1,1,successful
102,it's cooking good! the ancoats and northern quarter cookbook,"an ancoats and northern quarter cookbook. \r
celebrating the independents on the local manchester food scene... ""it's cooking good!""",food/cookbooks,3200,GBP,17,Tuesday,August,3581,159,1,1,successful
103,the drip drop,"the drip drop is a tasty, edible ring that slides up onto an ice cream cone to catch the melting drips!",food,7000,USD,30,Tuesday,August,7047,82,1,1,successful
104,american made wagyu beef jerky | cowboy star provisions,"cowboy star provisions proudly presents an all-natural, rich, and full-flavored wagyu beef jerky sourced locally from the usa!",food,5000,USD,30,Monday,August,41979,696,1,1,successful
105,revolutionising the popcorn experience!,changing cinema and movie night snacking forever. we need your support to get our popcorn flavours in cinemas & retail stores.,food/vegan,3500,GBP,40,Saturday,August,3615,109,1,0,successful
106,poptimism by whisk: an ice pop truck for the masses,an ice pop truck to take to the streets of stl and beyond!,food/food trucks,8000,USD,14,Friday,August,9474,119,1,1,successful
107,help carte blanche become malka,"with your help, the food and spirit of carte blanche will become a fully-fledged restaurant: malka.",food/restaurants,50000,USD,31,Thursday,August,56248,350,1,1,successful
108,"asle beck - nytt album på cd/lp i oktober ""bruvoll hotell""","asle beck slipper sitt tredje album ""bruvoll hotell""  i oktober 2017.",music/pop,100000,NOK,45,Monday,April,17500,16,0,0,failed
109,- ep - no plan b,hi everyone ! i need your help to complete my first ep !,music/pop,20000,EUR,30,Sunday,April,93,3,0,0,failed
110,creating a music video - we need your help!,"new pop song to be released. making a music video to promote worldwide. have a budget to promote already, just need help with the video",music/pop,5000,GBP,15,Tuesday,April,1,1,0,0,failed
111,montiel cd,"proyecto musical dedicado a cantar al amor y al desamor, letras frescas y digeribles, concepto rock pop",music/pop,100000,MXN,30,Tuesday,April,700,1,0,0,failed
112,christina green is making her first ep,"i'm making dope beats, with dope producers and dope musicians in some dope place.",music/pop,50000,MXN,20,Tuesday,April,4450,9,0,0,failed
113,lucky leww,join my leww creww and let's make my first cd!,music/pop,1500,USD,30,Friday,April,475,11,0,0,failed
114,get mark klaver on the radio!,"friends and family, help get mark's music on the radio!",music/pop,10000,USD,30,Tuesday,April,1,1,0,0,failed
115,purgatori ep project,a dream that will hopefully come true to make my first official ep album and get it out to the masses!,music/pop,10000,USD,30,Saturday,April,60,2,0,0,failed
116,all in 1: the crowdsong - creating a song together,"a musical theme created collectively by the kickstarter community.
backers will be part of the resulting song.",music/pop,800,MXN,7,Friday,March,396,4,0,0,failed
117,"prisha mehta, new original song production",help prisha produce her original song and market to premier record labels and production houses,music/pop,5000,USD,30,Friday,March,1,1,0,0,failed
118,blessid union of souls' final studio album,"you asked for it, we're doing it. blessid union of souls is now putting out a new album. be a part of history!",music/pop,75000,USD,30,Thursday,March,23789,181,0,0,failed
119,new album of lawicki,i want to see everyone who listens to my music with a smile on his face. spread love and joy in the world like this - it is my goal!,music/pop,60000,SEK,30,Tuesday,March,5,1,0,0,failed
120,"mehta, issue #1","a young treasure hunter makes her own way through the fringes of a desert empire, contending with cultists and a persistent detective.",comics/graphic novels,1000,USD,25,Thursday,October,2437,91,1,0,successful
121,a graphic novel that inspires: inspiration dormant (book 2),a limited & numbered graphic novel for art book lovers. a combination of an inspiring tale & david g. forés' breathtaking illustrations,comics/graphic novels,49000,EUR,35,Wednesday,October,54751,631,1,1,successful
122,official alice in wonderland 150th anniversary edition,unabridged graphic novel of alice's adventures in wonderland for 150th anniversary with exclusive dedication opportunity - $15 signed,comics/graphic novels,2250,USD,31,Tuesday,October,2851,65,1,0,successful
123,torchlight lullaby: a fantasy adventure graphic novel,ella is forced to cope with her greatest fears when she becomes trapped in her dream world.,comics/graphic novels,7000,USD,30,Monday,October,13462,320,1,1,successful
124,ascent from akeron,interactive motion comic of 12 episodes about a group of superhero-inspired youngsters in an enslaved post-apocalyptic  society.,comics/graphic novels,12000,EUR,30,Monday,October,12004,121,1,1,successful
125,avaiyo: myriad law - volume 04,"an original, ongoing series with a story so compelling it'll change the way you perceive the world, reality - even the entire universe.",comics/graphic novels,1500,USD,32,Wednesday,October,1705,16,1,0,successful
126,boston metaphysical society - chapter 6,an ex-pinkerton detective and his spirit photographer partner battle supernatural forces in late 1800's boston. (a six issue series),comics/graphic novels,3200,USD,30,Wednesday,October,6647,233,1,0,successful
127,lloyd and the bear vol 1 - travels & tribulations,lloyd and the bear tpb collecting the first four issues of their comic adventures with updated artwork and a whole ton of extras!,comics/graphic novels,1450,GBP,31,Wednesday,October,1561,60,1,0,successful
128,"the mike deodato, jr. sketchbook (ltd. edition hardcover)","deluxe hardcover treasury showcase of superstar marvel artist mike deodato, jr.'s color paintings, drawings, commissions, and sketches!",comics/graphic novels,1500,USD,45,Tuesday,October,5775,90,1,0,successful
129,tephlon funk!,help us bring the dopest manga to the world!,comics/graphic novels,15000,USD,30,Tuesday,October,22027,368,1,0,successful
130,"henchmen: i, henchbot & other stories trade paperback","this graphic novel collects the first seven issues of henchmen & other stories. includes the entire i, henchbot series and prequels!",comics/graphic novels,2500,USD,24,Tuesday,October,3057,125,1,0,successful
131,corpse corp. - a high concept slasher comic,"corpse corp. is a thoughtful and surreal homage to the slasher genre of the 1980's. it's equal parts horror, comedy and commentary.",comics/graphic novels,500,USD,34,Saturday,October,740,29,1,0,successful
132,"small-batch olive oil: zesty, green and antioxidant packed","here is a rare chance to try an authentic, award-winning green-harvest olive oil straight from source.",food/small batch,5000,EUR,25,Wednesday,August,10428,73,1,0,successful
133,spudsy sweet potato puffs,"these light and crunchy plant-based puffs are allergen free, gluten free, non gmo and taste out of this world!",food,10000,USD,31,Tuesday,August,15103,266,1,1,successful
134,grains & taps is launching a brewery!,since 2013 g&t has been immersed in craft beer and the brewing process but has never had its own beer on tap. that's about to change.,food/drinks,18000,USD,36,Sunday,August,20018,132,1,0,successful
135,"caturday | cat cafe & lounge, orange county",cat cafes are a purrfect way of connecting humans with our furry friends. it's about enriching lives and having fun at the same time!,food/drinks,22000,USD,51,Saturday,August,22165,52,1,0,successful
136,philadelphia baking experiment: new bakery opening soon!,"we will be the only small batch bakery here in page, az.  serving artisan breads, breakfast pastries, and custom cakes.",food/small batch,7000,USD,28,Friday,August,7157,41,1,0,successful
137,third wheel coffee,bringing the espresso bar to you.,food/drinks,15000,USD,35,Friday,August,15076,115,1,0,successful
138,tinker kitchen,"building a maker space where food hackers can learn, experiment, and have fun with cooking.",food/spaces,15000,USD,28,Thursday,August,35177,184,1,1,successful
139,sorriso kitchen - a unique eatery sure to make you smile!,"serving a creative, farm-fresh breakfast and lunch menu in chatham nj while supporting the special needs community",food/restaurants,25000,USD,30,Thursday,August,31093,196,1,1,successful
140,preview the new may kaidee nyc location,spend an evening enjoying our original thai vegan recipes as well as some recent creations at our new permanent nyc location.,food/restaurants,5000,USD,28,Wednesday,August,6796,54,1,0,successful
141,"eatnmess expansion - gluten free, sevenoaks, bespoke cakes",we want to expand our current cafe to provide you all with more seating and move to a bigger kitchen to be able to make more cakes!,food/restaurants,6000,GBP,17,Wednesday,August,7032,143,1,0,successful
142,the seltzer tasting journal quickstarter,an illustrated tasting journal for lovers of seltzer & sparkling water.,food/drinks,200,USD,19,Wednesday,August,528,22,1,0,successful
143,lovebirds craft donuts and coffee,"we're opening a craft donut and coffee shop, featuring both traditional and innovative creations using quality ingredients.",food/restaurants,20000,USD,31,Wednesday,August,20229,60,1,0,successful
144,chapters of his story,we want to share our gift of organic talent and creating feel good music with the world!!,music/pop,20000,USD,30,Saturday,March,0,0,0,0,failed
145,paul bergmans första skiva!,dags att spela in min första skiva! med er hjälp kommer det bli verklighet!,music/pop,16000,SEK,39,Wednesday,March,1675,6,0,0,failed
146,davi torrey music,hey y'all!!! my name is davi and i'm trying to become a recording artist. i prefer pop but can do r & b and soul as well.,music/pop,2500,USD,60,Tuesday,March,0,0,0,0,failed
147,"kosmosuna ""théiaphée"" ep recording","pour continuer cette aventure, nous avons besoin de votre soutien. 
to continue this adventure we need your support.",music/pop,7200,EUR,31,Saturday,March,1295,40,0,0,failed
148,nashville or bust!,"recording the music burning in my soul - nashville is where this happens! 

thank you!!",music/pop,10000,USD,19,Monday,March,1,1,0,0,failed
149,pre amp city - album and tour funding,"pre amp city brings together creative people from across europe to create a diverse, exciting and creative audio and visual experience.",music/pop,4000,GBP,59,Wednesday,March,91,5,0,0,failed
150,i need an amp for playing music on the streets!,i am a singer/songwriter from germany and i need a hq amplifier to be able to play music on the streets and spread my passion!,music/pop,1700,EUR,29,Friday,February,1,1,0,0,failed
151,cd release of the compilation album entitled global,"estime records is an indie label, and we just released our newest project entitled global. we are trying to release this project on cd.",music/pop,650,USD,29,Friday,February,11,2,0,0,failed
152,7-10 song music project entitled words are weapons ii,i recorded a free hip-hip ep in 2013 (using people's licensed instrumentals). now i am making a sequel album with all original content.,music/pop,500,USD,29,Tuesday,February,1,1,0,0,failed
153,taji's new record - becoming me ep,"pre-order the ep through kickstarter & receive special taji exclusives! my hope, is that it continually inspires you for years to come",music/pop,3500,USD,29,Friday,February,1977,42,0,0,failed
154,writing with grammy award-winning producer,i have the opportunity to work with a multiple grammy award-winning producer. please donate anything you can!,music/pop,5000,USD,59,Sunday,February,1637,12,0,0,failed
155,songwriter,"i am a songwriter from chicago il one thing i like about music or creating it you have the right 
to reach hearits by song.",music/pop,5000,USD,10,Sunday,February,10,1,0,0,failed
156,magnificent,"a coming-of-age story about the pains of growing up, and staying true to yourself no matter what life throws at you.",comics/graphic novels,6000,USD,38,Saturday,October,7933,125,1,0,successful
157,shade: the dying world,"a new full-color, 360-page graphic novel about a band of voyagers struggling to survive on a planet that orbits a decaying star.",comics/graphic novels,20000,USD,31,Friday,October,20703,374,1,0,successful
158,new zodiax graphic novel volume 1 by joe st.pierre,12 characters on earth can channel the cosmic energies of the zodiac. this trade paperback introduces the first four cast members!,comics/graphic novels,4250,USD,26,Friday,October,5838,106,1,0,successful
